,date,regions,address,location
0,2022-12-08,栖霞区,栖霞区丽岛花园,"118.821387,32.170810"
1,2022-12-08,秦淮区,秦淮区陶李王巷,"118.769572,32.039588"
2,2022-12-08,江宁区,江宁区朗诗青春街区,"118.851406,31.776940"
3,2022-12-08,江宁区,江宁区空港公寓,"118.812126,31.791299"
4,2022-12-08,浦口区,南京工业大学如斋宿舍,"118.642381,32.077725"
5,2022-12-08,鼓楼区,鼓楼区恒盛嘉园,"118.771036,32.101980"
6,2022-12-08,高淳区,高淳区襟湖村夹埂自然村,"118.862067,31.320970"
7,2022-12-08,建邺区,建邺区莱蒙水榭春天,"118.726897,32.022688"
8,2022-12-08,鼓楼区,鼓楼区金达花园,"118.768072,32.098921"
9,2022-12-08,江宁区,江宁区新保弘领东苑D区,"118.839685,31.953702"
10,2022-12-08,江宁区,江宁区铜岭新村,"118.878497,31.686803"
11,2022-12-08,江宁区,江宁区红杨墅村,"118.797473,31.727189"
12,2022-12-08,江宁区,江宁区许村,"118.910534,31.882903"
13,2022-12-08,江宁区,江宁区后业村,"118.849578,31.678793"
14,2022-12-08,江宁区,江宁区陈巷村,"118.846876,31.697743"
15,2022-12-08,鼓楼区,鼓楼区姜圩路90号,"118.743856,32.082175"
16,2022-12-08,江宁区,江宁区河北社区,"118.991185,31.895111"
17,2022-12-08,浦口区,浦口区联合村,"118.570738,32.156090"
18,2022-12-08,江宁区,江宁区麒麟山庄,"118.938430,32.051229"
19,2022-12-08,秦淮区,秦淮区汇景家园汇安苑,"118.813460,31.983338"
20,2022-12-08,江宁区,江宁区百利华府3期,"118.854570,31.774167"
21,2022-12-08,江宁区,江宁区陈巷村,"118.846876,31.697743"
22,2022-12-08,栖霞区,栖霞区乾坤村,"118.816646,32.178024"
23,2022-12-08,鼓楼区,鼓楼区世茂外滩新城,"118.735281,32.080007"
24,2022-12-08,鼓楼区,鼓楼区清江花苑碧波园,"118.740758,32.069161"
25,2022-12-08,溧水区,溧水区锦和家园,"119.028280,31.651133"
26,2022-12-08,玄武区,玄武区北京东路38号,"118.806530,32.057079"
27,2022-12-08,栖霞区,栖霞区三元祠,"118.867879,32.108046"
28,2022-12-08,栖霞区,栖霞区金尧花园,"118.873952,32.122341"
29,2022-12-08,浦口区,浦口区西街,"118.529754,31.944611"
30,2022-12-08,浦口区,江北新区浦欣家园,"118.702571,32.106827"
31,2022-12-08,江宁区,江宁区里外城（金石路99号）,"118.868512,31.774165"
32,2022-12-08,江宁区,江宁区湖东音乐苑,"118.822366,31.940149"
33,2022-12-08,浦口区,江北新区北外滩水城十六街区,"118.755310,32.143132"
34,2022-12-08,溧水区,溧水区新能源大道龙鑫电子工地49号宿舍,"119.028280,31.651133"
35,2022-12-08,鼓楼区,鼓楼区咖居酒店（长江大桥阅江楼店）,"118.755688,32.092958"
36,2022-12-08,鼓楼区,鼓楼区南京医科大学五台校区,"118.774377,32.044550"
37,2022-12-08,雨花台区,雨花台区金域华府,"118.647860,31.909066"
38,2022-12-08,鼓楼区,鼓楼区明城大厦（建宁路241号）,"118.757625,32.093387"
39,2022-12-08,鼓楼区,鼓楼区水关桥121号,"118.756805,32.101491"
40,2022-12-07,浦口区,浦口区西江佳园,"118.628137,32.051690"
41,2022-12-07,玄武区,玄武区钟山花园城陶然居,"118.848141,32.032849"
42,2022-12-07,江宁区,江宁区觅秀东园,"118.876188,31.998807"
43,2022-12-07,秦淮区,秦淮区阳光里小区,"118.803191,31.997724"
44,2022-12-07,江宁区,江宁区托乐嘉花园小区睦邻居,"118.784958,31.945507"
45,2022-12-07,秦淮区,秦淮区登隆巷19号,"118.774066,32.029043"
46,2022-12-07,鼓楼区,鼓楼区姜圩路20号,"118.744472,32.081625"
47,2022-12-07,江宁区,江宁区觅秀东园,"118.876188,31.998807"
48,2022-12-07,鼓楼区,鼓楼区紫竹林,"118.772688,32.085052"
49,2022-12-07,秦淮区,秦淮区石鼓路165号,"118.774817,32.040954"
50,2022-12-07,鼓楼区,鼓楼区龙江花园城港龙园,"118.747493,32.061068"
51,2022-12-07,江宁区,江宁区觅秀东园,"118.876188,31.998807"
52,2022-12-07,江宁区,江宁区秦村社区,"118.839685,31.953702"
53,2022-12-07,玄武区,栖霞区十字街70号,"118.807508,32.097318"
54,2022-12-07,浦口区,江北新区如山芯寓,"118.642982,32.036529"
55,2022-12-07,鼓楼区,南京师范大学（随园校区）,"118.767199,32.054102"
56,2022-12-07,江宁区,江宁区天泽苑,"118.851290,31.918865"
57,2022-12-07,浦口区,浦口区明发香山郡,"118.605739,32.077447"
58,2022-12-07,浦口区,浦口区双山社区东乔组,"118.405174,31.940242"
59,2022-12-07,浦口区,浦口区桥林西街,"118.530507,31.942603"
60,2022-12-07,建邺区,建邺区电站村小区,"118.760665,32.023525"
61,2022-12-07,鼓楼区,鼓楼区热河南路36号院,"118.741585,32.082245"
62,2022-12-07,江宁区,江宁区觅秀东园,"118.876188,31.998807"
63,2022-12-07,栖霞区,栖霞区兴都花园,"118.844357,32.105781"
64,2022-12-07,高淳区,高淳区襟湖村夹埂自然村,"118.862067,31.320970"
65,2022-12-07,江宁区,江宁友爱医院,"118.821166,31.942181"
66,2022-12-07,鼓楼区,鼓楼区西柏果园,"118.765847,32.079606"
67,2022-12-07,江宁区,江宁区圆通速递（苍穹路8号）,"118.843460,31.923670"
68,2022-12-07,鼓楼区,鼓楼区水佐岗19号,"118.763790,32.067669"
69,2022-12-07,鼓楼区,鼓楼区龙池庵,"118.751374,32.084758"
70,2022-12-07,江宁区,江宁区托乐嘉花园小区睦邻居,"118.784958,31.945507"
71,2022-12-07,鼓楼区,鼓楼区紫霞公寓,"118.800697,32.100208"
72,2022-12-07,栖霞区,栖霞区巽离村,"118.909246,32.096228"
73,2022-12-07,玄武区,玄武区丹凤新寓,"118.789401,32.052566"
74,2022-12-07,溧水区,溧水区双塘景苑,"119.026544,31.662301"
75,2022-12-07,秦淮区,秦淮区月牙湖社区紫金城西区,"118.831158,32.035840"
76,2022-12-07,浦口区,浦口区龙湖春江悦铭,"118.627895,32.059093"
77,2022-12-07,鼓楼区,鼓楼区南医大二附院,"118.745235,32.080824"
78,2022-12-07,江宁区,江宁区凤凰社区正方石材市场A区28号,"118.798460,31.835290"
79,2022-12-07,鼓楼区,鼓楼区钟阜路2号,"118.766959,32.087766"
80,2022-12-07,鼓楼区,鼓楼区天目路,"118.766444,32.059378"
81,2022-12-07,秦淮区,秦淮区武定新村,"118.804875,32.011594"
82,2022-12-07,栖霞区,栖霞区月桂园,"118.867848,32.117816"
83,2022-12-07,栖霞区,栖霞区生产村,"118.788964,32.183285"
84,2022-12-07,栖霞区,栖霞区丽岛花园,"118.821387,32.170810"
85,2022-12-07,建邺区,建邺区电站村小区,"118.760665,32.023525"
86,2022-12-06,江宁区,江宁区东麒佳苑,"118.877325,31.970711"
87,2022-12-06,栖霞区,栖霞区月桂园,"118.867848,32.117816"
88,2022-12-06,浦口区,江北新区如山芯寓,"118.642982,32.036529"
89,2022-12-06,溧水区,溧水区芦家边村,"119.117789,31.692316"
90,2022-12-06,溧水区,溧水区光明社区三甲村,"119.028280,31.651133"
91,2022-12-06,栖霞区,栖霞区仙林大道181号万达茂中心E座,"118.968797,32.110501"
92,2022-12-06,鼓楼区,鼓楼区金陵世纪花园,"118.736084,32.041392"
93,2022-12-06,江宁区,江宁区九龙湖国际企业总部园,"118.811278,31.911814"
94,2022-12-06,栖霞区,栖霞区南炼二村小区,"118.933837,32.154753"
95,2022-12-06,浦口区,江北新区旭日上城三期,"118.724200,32.140862"
96,2022-12-06,栖霞区,栖霞区双柳村,"118.793883,32.187032"
97,2022-12-06,栖霞区,栖霞区丽岛花园,"118.821387,32.170810"
98,2022-12-06,栖霞区,栖霞区月桂园,"118.867848,32.117816"
99,2022-12-06,栖霞区,栖霞区双柳村,"118.793883,32.187032"
100,2022-12-06,江宁区,江宁区觅秀东园,"118.876188,31.998807"
101,2022-12-06,鼓楼区,鼓楼区玉桥国际公寓,"118.781028,32.092480"
102,2022-12-06,栖霞区,栖霞区尧化新村,"118.875454,32.113413"
103,2022-12-06,栖霞区,栖霞区贞利东村,"118.861137,32.183936"
104,2022-12-06,栖霞区,栖霞区栖化新村,"118.940451,32.147078"
105,2022-12-06,栖霞区,栖霞区晓庄村,"118.815149,32.118151"
106,2022-12-06,栖霞区,栖霞区南炼二村小区,"118.933837,32.154753"
107,2022-12-06,江宁区,江宁区方山集镇,"118.858522,31.895368"
108,2022-12-06,栖霞区,栖霞区大沙东村,"118.909246,32.096228"
109,2022-12-06,江宁区,江宁区来凤路来凤小区,"118.854718,31.771442"
110,2022-12-06,鼓楼区,鼓楼区东妙峰庵小区,"118.757513,32.085592"
111,2022-12-06,栖霞区,栖霞区晓庄村,"118.815149,32.118151"
112,2022-12-06,鼓楼区,鼓楼区萨家湾52号居民餐厅宿舍,"118.757159,32.083782"
113,2022-12-06,鼓楼区,鼓楼区中山北路287号,"118.760171,32.079361"
114,2022-12-06,江宁区,江宁区曾庄,"118.734820,31.723916"
115,2022-12-06,栖霞区,栖霞区乾坤村,"118.816646,32.178024"
116,2022-12-06,江宁区,江宁友爱医院,"118.821166,31.942181"
117,2022-12-06,江宁区,江宁区胜利新寓,"118.828375,31.942000"
118,2022-12-06,栖霞区,栖霞区紫金北郡山庄,"118.868554,32.114732"
119,2022-12-06,栖霞区,栖霞区七里村,"118.803337,32.159838"
120,2022-12-05,鼓楼区,鼓楼区东门前街157号楼,"118.785101,32.093514"
121,2022-12-05,江宁区,江宁区乐园路5号,"118.788634,31.769972"
122,2022-12-05,江宁区,江宁区云靖花园,"118.839685,31.953702"
123,2022-12-05,鼓楼区,鼓楼区云燕园小区,"118.778373,32.106230"
124,2022-12-05,栖霞区,栖霞区南炼二村小区,"118.933837,32.154753"
125,2022-12-05,江宁区,江宁区格莱酒店（江宁大学城店）,"118.912492,31.909797"
126,2022-12-05,雨花台区,雨花台区凤翔花园四期,"118.760583,31.965384"
127,2022-12-05,雨花台区,雨花台区银杏山庄,"118.764169,31.955772"
128,2022-12-05,浦口区,江北新区天润城二街区,"118.642982,32.036529"
129,2022-12-05,鼓楼区,鼓楼区姜圩路70号,"118.743412,32.082554"
130,2022-12-05,栖霞区,栖霞区大柳西村,"118.787453,32.203433"
131,2022-12-05,江宁区,江宁区春华园,"118.775603,31.774275"
132,2022-12-05,建邺区,建邺区润花园,"118.764524,32.020199"
133,2022-12-05,栖霞区,栖霞区丽岛花园,"118.821387,32.170810"
134,2022-12-05,秦淮区,秦淮区武定新村,"118.804875,32.011594"
135,2022-12-05,秦淮区,秦淮区乔虹苑小区,"118.807063,32.014691"
136,2022-12-05,江宁区,江宁区万龙建材科技有限公司,"118.868592,31.987306"
137,2022-12-05,浦口区,江北新区天润城十二街区,"118.739045,32.144446"
138,2022-12-05,秦淮区,秦淮区煤灰堆小区,"118.780834,32.015465"
139,2022-12-05,六合区,六合区海林宾馆（东红路）,"118.995888,32.269227"
140,2022-12-05,秦淮区,秦淮区高虹苑小区,"118.808338,32.013152"
141,2022-12-05,鼓楼区,鼓楼区驴子巷34号,"118.748627,32.089894"
142,2022-12-05,栖霞区,栖霞区双柳村,"118.793883,32.187032"
143,2022-12-05,栖霞区,栖霞区巽离村,"118.909246,32.096228"
144,2022-12-05,鼓楼区,鼓楼区场门口小区,"118.755200,32.054699"
145,2022-12-05,栖霞区,栖霞区新闸村,"118.816971,32.185825"
146,2022-12-05,浦口区,江北新区马庄80号,"118.642982,32.036529"
147,2022-12-05,江宁区,江宁区宁翔公寓,"118.820725,31.942122"
148,2022-12-05,栖霞区,栖霞区丽岛花园,"118.821387,32.170810"
149,2022-12-05,鼓楼区,鼓楼区玉桥国际公寓,"118.781028,32.092480"
150,2022-12-05,鼓楼区,鼓楼区肯定精选酒店（南京龙江四店）,"118.744383,32.056490"
151,2022-12-05,江宁区,江宁区亲水湾花园,"118.822889,31.953587"
152,2022-12-05,浦口区,浦口区联合社区新兴组,"118.627895,32.059093"
153,2022-12-05,秦淮区,秦淮区阳光里,"118.803210,31.997730"
154,2022-12-05,秦淮区,秦淮区白下路181号,"118.792803,32.028373"
155,2022-12-05,栖霞区,栖霞区联珠村,"118.817461,32.133263"
156,2022-12-05,鼓楼区,鼓楼区幕府东路15号,"118.780750,32.112093"
157,2022-12-04,建邺区,建邺区东升沿一小区,"118.757091,32.024633"
158,2022-12-04,六合区,六合区龙脊路龙湖一号,"118.822176,32.330527"
159,2022-12-04,栖霞区,栖霞区名都花园,"118.820090,32.113342"
160,2022-12-04,江宁区,江宁区文博苑,"118.911097,31.904851"
161,2022-12-04,鼓楼区,鼓楼区唐山路118号,"118.734037,32.083523"
162,2022-12-04,六合区,江北新区草芳新苑,"118.735319,32.217975"
163,2022-12-04,浦口区,江北新区盘城新居,"118.707928,32.208282"
164,2022-12-04,江宁区,江宁区王家园小区,"118.946739,32.064728"
165,2022-12-04,江宁区,贸易公司鸡蛋包装厂（江宁区粽塘路19号）,"118.777379,31.789008"
166,2022-12-04,江宁区,羲和路11号美团仓库,"118.831725,31.777722"
167,2022-12-04,江宁区,苏宁云仓淘菜菜仓库（将军大道与神州路交叉口）,"118.819140,31.754468"
168,2022-12-04,江宁区,感恩大药房（陶禄路31号）,"118.777083,31.776266"
169,2022-12-04,江宁区,艺金园农家乐（天禄路788号）,"118.881761,31.778819"
170,2022-12-04,江宁区,沙县小吃（宁丹路）,"118.777526,31.816231"
171,2022-12-04,江宁区,川香牛肉汤馆（金宁街17号）,"118.775679,31.777132"
172,2022-12-04,江宁区,江宁区姜林村,"118.777915,31.702800"
173,2022-12-04,江宁区,江宁区中骏六号街区,"118.850250,31.780908"
174,2022-12-04,鼓楼区,鼓楼区热河南路34号,"118.741605,32.082497"
175,2022-12-04,雨花台区,雨花台区韩府新苑,"118.749529,31.943291"
176,2022-12-04,雨花台区,雨花台区定坊兴苑,"118.751154,31.948112"
177,2022-12-04,建邺区,建邺区润花园,"118.764524,32.020199"
178,2022-12-04,鼓楼区,鼓楼区东妙峰庵56号,"118.755112,32.085875"
179,2022-12-04,鼓楼区,鼓楼区热河南路27号,"118.742185,32.084085"
180,2022-12-04,玄武区,阿红棋牌室（热河南路34号公共厕所旁）,"118.862547,32.027213"
181,2022-12-04,鼓楼区,热河南路40号,"118.741500,32.081595"
182,2022-12-04,栖霞区,新春烟酒(姜圩路店),"119.158310,32.212286"
183,2022-12-04,鼓楼区,苏果超市（热河南路19号）,"118.742882,32.084372"
184,2022-12-04,鼓楼区,鼓楼区钟阜路2号,"118.766959,32.087766"
185,2022-12-04,浦口区,江北新区招商兰溪谷三期,"118.707560,32.184026"
186,2022-12-04,六合区,江北新区新华五村,"118.747897,32.225276"
187,2022-12-04,浦口区,江北新区江畔明珠小区,"118.734602,32.129363"
188,2022-12-04,六合区,江北新区永恒家园,"118.746578,32.245932"
189,2022-12-04,六合区,江北新区永恒家园,"118.746578,32.245932"
190,2022-12-04,栖霞区,吉祥山庄3号院,"118.812104,32.134335"
191,2022-12-04,江宁区,江宁区托乐嘉花园小区睦邻居,"118.784958,31.945507"
192,2022-12-04,玄武区,玄武区弗思特连锁酒店(九华山地铁站店),"118.806113,32.057130"
193,2022-12-04,江宁区,江宁区姜林村,"118.777915,31.702800"
194,2022-12-04,鼓楼区,鼓楼区萨家湾52号居民餐厅,"118.759815,32.084798"
195,2022-12-04,江宁区,江宁区丹阳镇七仙南苑,"118.718336,31.632996"
196,2022-12-04,雨花台区,雨花台区金地自在城6期,"118.664770,31.902605"
197,2022-12-04,鼓楼区,鼓楼区察哈尔路73号,"118.750039,32.075394"
198,2022-12-04,江宁区,江宁区陶吴镇西阳社区,"118.748952,31.792269"
199,2022-12-04,江宁区,贸易公司鸡蛋包装厂（江宁区粽塘路19号）,"118.777379,31.789008"
200,2022-12-04,江宁区,陶吴小学,"118.777436,31.772650"
201,2022-12-04,江宁区,中国电信（江宁区银杏湖大道）,"118.746044,31.822183"
202,2022-12-04,江宁区,江宁区红旗社区安民塘,"118.759110,31.712337"
203,2022-12-04,江宁区,贸易公司鸡蛋包装厂（江宁区粽塘路19号）,"118.777379,31.789008"
204,2022-12-04,江宁区,江宁区竹山路魔方公寓,"118.850221,31.933204"
205,2022-12-04,建邺区,建邺区电站村小区,"118.760665,32.023525"
206,2022-12-04,玄武区,玄武区南农亚朵酒店,"118.797861,32.048687"
207,2022-12-04,江宁区,江宁区陶吴社区王家园小区,"118.778182,31.776538"
208,2022-12-04,江宁区,贸易公司鸡蛋包装厂（江宁区粽塘路19号）,"118.777379,31.789008"
209,2022-12-04,秦淮区,玄武区如家商旅酒店（洪武路步行街店）,"118.781687,32.037596"
210,2022-12-04,鼓楼区,鼓楼区镇江路51号,"118.752063,32.079504"
211,2022-12-04,玄武区,玄武区恒大翡翠华庭,"118.825159,32.101006"
212,2022-12-04,江宁区,秦淮区汇景北路136号工地宿舍,"118.803728,31.962794"
213,2022-12-04,江宁区,江宁区湖光晨樾,"118.839685,31.953702"
214,2022-12-04,江宁区,江宁区纬七路32号平欧空调宿舍,"118.835936,31.762783"
215,2022-12-04,江宁区,江宁区陶吴社区王家园小区,"118.778182,31.776538"
216,2022-12-04,江宁区,江宁区陶吴王家园小区,"118.946739,32.064728"
217,2022-12-04,栖霞区,栖霞区山水苑,"118.843132,32.130035"
218,2022-12-04,栖霞区,栖霞区南炼三村,"118.930320,32.153159"
219,2022-12-04,栖霞区,栖霞区和燕路 319 号林景瑞园,"118.812993,32.112391"
220,2022-12-04,江宁区,江宁区谭桥公寓西园,"118.842788,31.922842"
221,2022-12-04,栖霞区,栖霞区乾坤村,"118.816646,32.178024"
222,2022-12-04,栖霞区,栖霞区栖化新村,"118.940451,32.147078"
223,2022-12-04,栖霞区,栖霞区紫金北郡,"118.868554,32.114732"
224,2022-12-04,栖霞区,栖霞区双柳村127号,"118.801296,32.183416"
225,2022-12-04,栖霞区,栖霞区八卦花园,"118.822561,32.171429"
226,2022-12-04,栖霞区,栖霞区乾坤村,"118.816646,32.178024"
227,2022-12-04,栖霞区,栖霞区长江村3组,"119.192777,32.207604"
228,2022-12-04,栖霞区,栖霞区巽离村,"118.909246,32.096228"
229,2022-12-04,栖霞区,栖霞区海赋商城,"118.836673,32.131809"
230,2022-12-04,玄武区,玄武区聚宝山庄臻园,"118.868764,32.096692"
231,2022-12-04,江宁区,江宁区上秦淮新苑凤仪苑,"118.556445,31.802332"
232,2022-12-04,建邺区,建邺区金隅紫京府,"118.751302,32.008176"
233,2022-12-04,浦口区,浦口区融侨观邸,"118.629562,32.078991"
234,2022-12-04,江宁区,江宁区空港公寓,"118.812126,31.791299"
235,2022-12-04,江宁区,江宁区陶吴社区王家园小区,"118.778182,31.776538"
236,2022-12-03,栖霞区,栖霞区海赋尚城一期,"118.836067,32.132211"
237,2022-12-03,秦淮区,秦淮区大阳沟44号,"118.813265,32.025264"
238,2022-12-03,江宁区,江宁区雍景苑,"118.853337,31.914566"
239,2022-12-03,鼓楼区,鼓楼区金阜雅苑,"118.765351,32.088179"
240,2022-12-03,江宁区,江宁区翡翠公园,"118.827280,31.920542"
241,2022-12-03,江宁区,圣可尼服饰实业有限公司宿舍（天旺路9号）,"118.922581,32.037883"
242,2022-12-03,栖霞区,栖霞区水田村118号十月军校宿舍,"118.859489,32.099530"
243,2022-12-03,江宁区,江宁区文博苑14幢3单元,"118.911589,31.905116"
244,2022-12-03,江宁区,江宁区苏源大道119号南京飞翼建材机械有限公司宿舍,"118.825523,31.839089"
245,2022-12-03,栖霞区,栖霞区丽岛花园,"118.821387,32.170810"
246,2022-12-03,栖霞区,栖霞区月桂园,"118.867848,32.117816"
247,2022-12-03,六合区,六合区雨庭花园,"118.832560,32.322424"
248,2022-12-03,浦口区,江北新区北外滩水城十六街区,"118.755310,32.143132"
249,2022-12-03,鼓楼区,鼓楼区洪庙3号,"118.763485,32.083809"
250,2022-12-03,玄武区,玄武区好梦来宾馆（板仓店）,"118.830287,32.076964"
251,2022-12-03,栖霞区,栖霞区水田村118号十月军校宿舍,"118.859489,32.099530"
